cause,filename
"The reported issues are primarily due to inadequate ventilation within the property, compounded by low-performing extraction units that fail to meet recommended flow rates. Additionally, the presence of cold spots on external walls, likely caused by insufficient insulation in the loft, contributes to condensation and mould growth, particularly at wall/ceiling junctions.",0104_BN18.pdf
"The primary causes of the reported damp and mould issues are inadequate ventilation and high atmospheric moisture levels due to occupational activities. The installed mechanical ventilation system is not functioning effectively, as it fails to meet the required airflow rates, leading to insufficient removal of moisture from the kitchen and bathroom. Additionally, the lack of proper make-up air flow and the inability to dry laundry outside further exacerbate the humidity levels within the property.",0375_BH24.pdf
"The reported issues are primarily caused by inadequate ventilation due to closed trickle vents and a poorly performing kitchen mechanical extraction unit, combined with elevated internal humidity levels from a 'moist' occupancy. These factors create conditions conducive to minor outbreaks of mould, despite the structure being dry.",0594_LU1.pdf
"The main causes of the reported damp issues are the elevated moisture levels due to the external paved area being higher than the internal floor finish, which allows rainwater to penetrate the brick platform and affect the inner finish. Additionally, the construction type and age of the property contribute to the moisture retention in certain areas, particularly around the chimney and lower brick support.",0886_SG6.pdf
"The main causes of the reported mould issues are inadequate ventilation due to the absence of mechanical extraction units and the blocking of passive vents, combined with elevated internal humidity levels from drying clothes indoors and the placement of furniture against cooler exterior walls, which creates conditions conducive to mould growth.",0584_LU1.pdf
"The reported issues are primarily caused by high atmospheric moisture levels and periods of condensation, exacerbated by the installation of external cladding that has reduced passive ventilation. Additionally, the lack of forced ventilation in critical areas such as the wet room and kitchen contributes to inadequate air circulation, further promoting damp conditions.",0960_TA6.pdf
"The reported issues are primarily caused by inadequate ventilation, as evidenced by the tenant's lack of understanding of the kitchen extraction unit and the underperformance of the mechanical extraction units. Additionally, elevated humidity levels due to a blocked drain and pooling water contribute to the conditions that sustain mould growth, alongside the presence of condensation on wall surfaces.",0606_LU1.pdf
"The main causes of the reported damp and mould issues are inadequate ventilation in key areas such as the kitchen and bathroom, leading to elevated atmospheric moisture levels, and the ineffective performance of the installed ventilation systems, which fail to meet the required whole property ventilation rate as per building regulations.",0710_ME2.pdf
"The main causes of the reported damp and mould issues include poor ventilation due to closed trickle vents and the absence of an extraction unit in the kitchen, which can lead to increased humidity and condensation. Additionally, the placement of contents against external walls restricts air flow, further exacerbating the potential for mould growth. There is also a possibility of water ingress from external sources, which may contribute to the high moisture readings observed.",0306_BH12.pdf
"The reported damp and mould issues are primarily caused by inadequate moisture control and ventilation. The lack of a proper damp proof course (DPC) and the presence of slabs above the DPC allow rainwater to penetrate the wall, while insufficiently operated extractor fans in the kitchen and bathroom lead to increased internal humidity. Additionally, the stuck blow back flap on the bathroom fan exacerbates moisture retention, contributing to conditions favorable for mould growth.",0157_LE7.pdf
"The reported issues of damp and mould are primarily caused by elevated humidity levels due to activities such as drying clothes indoors and inadequate ventilation, particularly from insufficient air circulation and ineffective extraction from wet rooms. Additionally, the lack of external venting for the cooker hood contributes to moisture retention within the property.",0019_EX14.pdf
"The reported issues of mould and dampness are primarily caused by inadequate ventilation, particularly the absence of a mechanical extraction unit in the kitchen and the non-compliance of the bathroom unit with building regulations. Additionally, the passive trickle vents are closed and in poor repair, preventing proper air circulation. These factors, combined with elevated internal humidity levels from everyday activities, lead to condensation and subsequent mould growth on surfaces and contents.",0046_ME1.pdf
"The reported mould growth is primarily due to inadequate ventilation in the bathroom, as indicated by the insufficient airflow from the extraction unit, which operates below the recommended flow rate. Additionally, the broken control switch for the kitchen extractor fan further contributes to poor overall ventilation in the property.",0476_DT2.pdf
"The reported issues are primarily caused by ineffective ventilation due to underperforming mechanical extraction units and the non-utilization of trickle vents, which leads to inadequate air circulation. Additionally, the presence of colder areas behind contents contributes to localized dampness, while insufficient purging of overnight condensation on windows exacerbates the potential for mould development.",0727_ME5.pdf
"The main causes of the reported damp and mould issues include poor drainage leading to water pooling at the wall/floor junction in the bathroom, which may have allowed moisture to be drawn into the wall fabric through capillarity. Additionally, the age of the property suggests that the floor finishes may be acting as a damp proof membrane (DPM), while the skirtings being partially buried in the DPM can absorb ground moisture. The absence of an extractor fan in the bathroom may also contribute to inadequate ventilation, exacerbating moisture retention.",0172_ME5.pdf
"The main causes of the reported damp and mould issues are inadequate ventilation in the bathroom, which fails to effectively remove moisture generated by occupational activities, and a potential failure to meet the whole dwelling ventilation rate as specified in building regulations.",0062_PO3.pdf
"The reported mould issues are primarily driven by high atmospheric moisture levels within the property, which are influenced by inadequate ventilation and occupational activities. Additionally, there are indications of moisture intrusion from the external walls, particularly in the kitchen, likely due to ground moisture and potential issues with the damp proof course (DPC) and insulation gaps that contribute to cooler areas, leading to condensation.",0042_LU4.pdf
"The reported damp and mould issues are primarily caused by inadequate air circulation between contents and the external wall structures, which leads to cooler areas and condensation. Additionally, the ineffective operation of humidity-controlled fan units in the bathroom and WC contributes to poor ventilation, exacerbating the condensation problem. Previous damp remedial works, including an injected DPC and salts inhibiting render, may also be influencing the elevated moisture readings.",0511_E7.pdf
"The main causes of the reported damp and mould issues are poor ventilation due to the ventilation system being switched off, which leads to elevated humidity levels, and the presence of condensation resulting from inadequate thermal insulation and the effects of external temperature on the North-facing side of the building.",0532_GU11.pdf
"The main causes of the reported damp and mould issues are ineffective vapour control measures that allow moisture vapour to migrate from adjacent areas, and inadequate ventilation in the loft due to its installation on only one elevation and proximity to adjoining properties. This combination leads to condensation problems as moisture accumulates without proper means of escape.",0442_CM1.pdf
"The main causes of the reported damp and mould issues are poor ventilation throughout the property, particularly due to the inadequate operation of the bathroom extraction unit and the absence of a kitchen ventilation device, leading to condensation. Additionally, there are maintenance issues around the front door that allow moisture ingress, and potential defects in the building's structure, particularly under the bedroom window, which may contribute to dampness.",0321_BH20.pdf
"The reported damp issues are primarily caused by inadequate cavity width due to retrofit cavity wall insulation, which may not meet the minimum requirement, leading to moisture retention. Additionally, vegetation growing along the flank wall contributes to prolonged wetting of the wall during rainfall, preventing it from drying out effectively.",0899_SO17.pdf
"The reported damp and mould issues are primarily caused by inadequate ventilation throughout the property, as evidenced by the underperforming kitchen extraction units and poor condition of trickle vents. Additionally, the placement of furniture against external walls restricts airflow, leading to condensation when warm air contacts colder surfaces. The combination of these factors creates an environment conducive to mould growth.",0320_BH20.pdf
"The mould issues are primarily caused by interstitial condensation due to high atmospheric moisture levels, exacerbated by poor ventilation from obstructive storage boxes and the proximity of a moisture-generating en-suite bathroom. Additionally, the North East facing exterior wall and surrounding vegetation limit sun exposure, further contributing to damp conditions.",0205_RG27.pdf
"The reported issues are primarily caused by inadequate ventilation due to closed trickle vents and an underperforming mechanical extraction unit, which contribute to elevated internal humidity levels. Additionally, the presence of contents against external walls and colder structural areas leads to condensation when warm moist air contacts these surfaces, further exacerbating mould growth.",0652_LU3.pdf
"The reported issues are primarily caused by poor external pointing and inadequate insulation, leading to cold spots and moisture retention. Additionally, insufficient ventilation, particularly in the bedrooms and due to the drying of clothes on radiators, exacerbates the problem by increasing humidity levels within the property.",0357_BH21.pdf
"The reported issues are primarily caused by inadequate ventilation, particularly due to the malfunctioning kitchen extractor and closed trickle vents, which contribute to elevated internal humidity levels. Additionally, the practice of drying clothes indoors further exacerbates moisture accumulation, creating conditions conducive to mould growth.",0159_LU1.pdf
"The reported damp and mould issues are primarily caused by a combination of ground-related moisture ingress due to high nitrate and chloride levels, inadequate damp proofing in the concrete floor slab, and poor ventilation in internal areas relying on extraction fans, which are not functioning effectively. Additionally, damp is migrating from wet wall structures into the chipboard flooring due to insufficient isolation from the underlying moisture sources.",0284_TN37.pdf
"The main causes of the reported mould issues are periods of elevated internal humidity levels due to insufficient ventilation, particularly in the kitchen where there is no extraction unit, and the reliance on open windows to manage moisture. Additionally, water ingress from leaks and a burst pipe have contributed to moisture accumulation, exacerbating the mould growth.",0642_LU3.pdf
"The reported mould growth is primarily due to inadequate ventilation within the property, as evidenced by the underperforming bathroom extraction unit and the reliance on drying clothes indoors, which contributes to elevated humidity levels. Additionally, the presence of temperature differences in the structure, particularly with loft insulation, creates conditions conducive to mould growth.",0356_BH21.pdf
"The reported mould and damp issues are primarily caused by poor ventilation leading to high atmospheric moisture levels, exacerbated by drafts from the front door and closed passive vents. Additionally, the use of a condenser dryer in the kitchen contributes to elevated humidity, while inadequate extraction in the bathroom and kitchen fails to effectively manage moisture, resulting in condensation and mould growth.",0031_LU1.pdf
"The main causes of the reported damp and mould issues are inadequate ventilation due to the absence of trickle vents, a malfunctioning kitchen extractor, and insufficient airflow from closed internal doors, particularly in wet areas. Additionally, the presence of warm air trapped behind contents near external walls contributes to condensation when it contacts colder structural elements.",0822_PO5.pdf
"The main causes of the reported damp and mould issues are poor ventilation from the bathroom's extractor fan, which is not vented to the exterior, leading to condensation and moisture accumulation in the floor structure. Additionally, the damp air from the bathroom contributes to sustained moisture levels, allowing fungal growth on the floor joists and insulation.",0216_SE4.pdf
"The reported moisture issues are primarily due to plumbing problems, likely resulting in leaks that are causing significant structural moisture levels, particularly in the bathroom area. Additionally, the solid brick construction and ground-supported concrete floor may contribute to poor drainage and moisture retention, exacerbating the damp conditions.",0240_SW6.pdf
"The reported damp and mould issues are primarily caused by poor ventilation leading to condensation, particularly due to ineffective discharge of damp air from the bathroom fan. Additionally, there is evidence of cavity bridging and issues with the damp proof course (DPC) in the front elevation wall, which may contribute to moisture ingress. Previous damp remediation works may also have inadequately addressed underlying issues, further influencing moisture levels in the property.",0770_PO2.pdf
"The main causes of the reported damp and mould issues are ineffective ventilation, both passive and forced, leading to high atmospheric moisture levels, and the generation of moisture from occupational activities within the property.",0718_ME4.pdf
"The main causes of the reported damp and mould issues include inadequate drying of the concrete floor after previous leaks, leading to retained moisture, and poor ventilation resulting in high humidity levels in the en-suite. Additionally, ongoing leaks from the shower tray seal and potentially from pipes behind the tiles contribute to water ingress, exacerbating the damp conditions.",0439_CA3.pdf
"The main causes of the reported damp and mould issues include rising ground moisture affecting the party wall, which has been previously identified as a problem in the adjoining property, and inadequate ventilation due to furniture placement against walls and the regular drying of clothes indoors, leading to increased humidity and condensation.",0965_TA9.pdf
"The main causes of the reported damp and mould issues are inadequate ventilation due to a malfunctioning bathroom extraction unit and blocked passive vents in the bedrooms, which leads to condensation. Additionally, the low level of loft insulation and poor condition of the exterior pointing and guttering may contribute to moisture retention and further exacerbate the problem.",0311_BH16.pdf
"The main causes of the reported damp and mould issues are inadequate ventilation, as evidenced by low flow rates from the extraction units and closed trickle vents, combined with lifestyle factors such as frequent washing and drying of clothes indoors. Additionally, the storage of items against external walls restricts airflow, and condensation in the loft indicates a breathability issue in that area.",0310_BH16.pdf
"The issues reported stem from a combination of improper installation of the underfloor heating system, including inadequate spacing between heating pipes and mismatched system design near the breakfast bar, leading to excessive surface temperatures. Additionally, the system's pressure loss indicates potential leaks or inefficiencies, further contributing to the overall performance problems.",0151_HA4.pdf
"The main causes of the reported mould issues are inadequate ventilation due to the bathroom and kitchen extraction units being turned off or not functioning optimally, combined with potential lack of insulation in the attic, which leads to condensation forming on the ceiling areas.",0938_SP7.pdf
"The reported issues are primarily due to inadequate ventilation, as evidenced by the insufficient performance of the bathroom extraction unit and the absence of a forced extraction unit in the kitchen. This lack of effective air circulation, combined with the drying of laundry indoors, contributes to elevated humidity levels, leading to mould growth.",0362_BH21.pdf
"The main causes of the reported issues include inadequate ventilation due to the use of a clothes horse for drying laundry indoors, which can lead to elevated humidity levels, and potential ground moisture intrusion from an older floor slab that may lack a damp proof membrane (DPM), contributing to temperature differentials and musty odours.",0674_LU3.pdf
"The reported issues are primarily caused by a combination of inadequate ventilation due to closed passive trickle vents, underperforming mechanical extraction units, and elevated internal humidity levels. Additionally, the placement of furniture against external walls restricts airflow, contributing to mould outbreaks on colder surfaces.",0664_LU3.pdf
"The main causes of the reported damp and mould issues are inadequate ventilation, both passive and forced, leading to high atmospheric moisture levels and raised dew-point levels. Additionally, the high moisture levels are exacerbated by the wet conditions created by the occupation of the property, which contributes to condensation in the affected areas.",0126_CR3.pdf
"The reported damp and mould issues are primarily caused by inadequate ventilation, particularly in the kitchen where a passive vent has been sealed and no forced ventilation is present. Additionally, the use of the bathroom generates atmospheric moisture, compounded by ineffective extractor fan performance. There are also concerns regarding the condition of the loft insulation, which may contribute to condensation problems, and potential water ingress issues in the rear bedroom, despite no obvious external sources being identified.",0136_DT5.pdf
"The main causes of the reported damp and mould issues are interstitial condensation driven by internal atmospheric conditions, ineffective use of the bathroom extractor unit, and overall poor management of internal humidity levels.",0229_SS13.pdf
"The main causes of the reported issues are inadequate ventilation in the kitchen and bathroom, leading to poor air circulation and potential moisture buildup, combined with ineffective passive ventilation that does not meet building regulations. Additionally, the cold radiators indicate insufficient heat distribution despite the boiler's operation, contributing to an imbalance in temperature control within the dwelling.",0898_SO15.pdf
"The main causes of the reported damp and mould issues are inadequate ventilation due to the absence of a kitchen extractor and an underperforming bathroom extractor, combined with insufficient overall dwelling ventilation rates, which are exacerbated by atmospheric moisture from occupational activities.",0426_BN2.pdf
"The reported damp issues are primarily due to structural deficiencies in the exterior wall, which lacks a cavity, allowing moisture to migrate into the structure. Additionally, the property relies solely on passive ventilation, which may not be sufficient to manage atmospheric moisture levels, especially if ventilation decreases.",0948_SW6.pdf
"The reported damp and mould issues are primarily caused by inadequate ventilation, particularly in the kitchen and bathroom, which leads to the accumulation of moisture from occupational activities. Additionally, the presence of weather ingress in the lounge contributes to the dampness, while the obscured areas by furniture hinder proper air circulation, exacerbating the mould growth.",0980_TN23.pdf
"The reported issues of damp and mould are primarily caused by inadequate ventilation, specifically the absence of a mechanical extraction unit in the kitchen, an underperforming extraction unit in the bathroom, and the closed passive trickle vents, which collectively lead to insufficient air circulation and moisture buildup.",0629_LU2.pdf
"The severe mould infestation is primarily caused by inadequate heating in key areas of the property, particularly the kitchen and dining room, leading to cold surfaces that promote condensation. Additionally, the improper venting of the tumble dryer into the utility room contributes excess moisture, exacerbating the condensation issues. The occupants' lifestyle of drying clothes indoors further increases humidity levels, creating an environment conducive to mould growth.",0933_SO51 1.pdf
"The reported damp and mould issues are primarily caused by inadequate ventilation leading to elevated humidity levels, particularly in the bathroom, which contributes to mould growth in bedroom 2. Additionally, water migration from the bathroom to the kitchen due to defects, along with insufficient extraction in both areas, exacerbates moisture accumulation.",0394_BN16.pdf
"The reported damp and mould issues are primarily caused by poor ventilation leading to elevated atmospheric moisture levels, which, combined with the presence of cold steel beams in contact with the plasterboard, results in condensation. Additionally, the lack of effective drainage solutions, such as weep holes in the masonry and proper cavity tray installation, contributes to moisture accumulation and potential water ingress from the exterior.",0882_SE5.pdf
"The main causes of the reported mould issues are insufficient ventilation, as the flat relies on tenants opening windows, and the ineffective kitchen extraction unit that does not vent to the exterior. Additionally, the drying of clothing indoors contributes to elevated internal humidity levels, further exacerbating the mould development.",0395_BN16.pdf
"The reported issues are primarily driven by atmospheric moisture conditions in the affected areas, which can lead to mould activity even in the absence of visible condensation. Additionally, the localized moisture readings at the party wall suggest potential issues related to humidity levels and inadequate ventilation that may contribute to the overall dampness.",0878_SE15.pdf
"The main causes of the reported damp and mould issues are poor external brickwork pointing, which allows rainwater to penetrate behind the flat roof junction, and inadequate ventilation in the hallway, leading to moisture accumulation and potential mould growth in the affected areas.",0742_NG5.pdf
"The main causes of the reported damp and mould issues are inadequate sealing of the rainwater drainage system from the flat roof, leading to water ingress, and a buildup of sediment in the drainage system, which likely obstructs proper water flow and exacerbates the problem.",0235_SW12.pdf
"The main causes of the reported damp and mould issues include significant rainwater ingress affecting the exterior walls, particularly in the kitchen and lounge, as well as ground moisture contributing to rising damp. Additionally, the use of the bathroom likely leads to wetting of the interior wall, while hygroscopic salts indicate moisture retention related to previous damp remediation efforts.",0507_E15.pdf
"The reported damp and mould issues are primarily due to moisture intrusion related to the refurbishment works, including potential loss of moisture trapped behind damp remediation efforts. Additionally, the original source of moisture may be ground-related, exacerbated by detailing issues with the original damp proof course (DPC) and the age of the property, which could allow moisture to migrate into the structure.",0294_W14.pdf
"The main causes of the reported damp and mould issues are poor ventilation throughout the ground floor, leading to raised internal humidity and condensation, and the absence of a damp proof membrane (DPM) under the laminate flooring, which has contributed to the lifting of the flooring and potential moisture ingress. Additionally, the installation of new uPVC windows and the drying of laundry indoors without adequate ventilation have exacerbated these conditions.",0956_TA6.pdf
"The reported mould issues are primarily caused by inadequate ventilation, as evidenced by a non-functional bathroom extraction unit and limited use of trickle vents, leading to elevated internal humidity levels. Additionally, potential leaks from poor seals around the bath and condensation from water pipes contribute to localized moisture accumulation, further exacerbating the mould growth.",0807_PO22.pdf
"The reported issues of damp and mould are primarily caused by elevated internal atmospheric moisture conditions due to insufficient ventilation, particularly with the kitchen extractor being non-functional and inadequate undercutting of the bathroom door. Additionally, low internal temperatures and high humidity levels contribute to condensation on windows and surfaces, exacerbating the mould outbreaks.",0806_PO22.pdf
"The reported issues are primarily due to inadequate ventilation leading to condensation, compounded by elevated internal humidity levels from a moist occupancy. Additionally, restricted and blocked airbricks further hinder proper airflow, contributing to the conditions that allow mould to form.",0910_SO19.pdf
"The reported mould issues are primarily caused by elevated internal humidity levels interacting with cold surfaces due to inadequate ventilation and insufficient insulation in the eaves. Despite the presence of mechanical extraction units and trickle vents, reliance on manual operation and the drying of clothes indoors contribute to moisture accumulation. Additionally, the presence of cold areas on external walls exacerbates the potential for condensation, leading to mould growth.",0911_SO19.pdf
"The main causes of the reported damp and mould issues are insufficient ventilation due to inadequate functioning of the kitchen extraction unit and low flow rates from the bathroom extractor, combined with the drying of clothes indoors, which increases humidity levels. Additionally, poor external wall pointing may contribute to moisture ingress, while the presence of passive vents does not sufficiently mitigate condensation on internal surfaces.",0483_DT4.pdf
"The reported mould issues are primarily due to a lack of adequate ventilation combined with furniture placement against external walls, which creates cold spots that promote condensation. The introduction of new uPVC windows may have also contributed to reduced airflow, exacerbating the condensation problem.",0698_LU4.pdf
"The main causes of the reported damp and mould issues are inadequate ventilation in the bathroom and kitchen, as evidenced by the low extraction flow rates and the non-use of the kitchen extractor fan, combined with the drying of clothes indoors on a clothes horse, which increases humidity levels. Additionally, there may be insufficient insulation in the loft, contributing to surface condensation in the alcove ceilings.",0493_DT4.pdf
"The reported damp and mould issues are primarily caused by inadequate ventilation in the bathroom and kitchen, as the mechanical extraction units are not performing optimally. Additionally, the presence of moisture behind the bathroom tiles suggests water migration, which may be exacerbated by high internal humidity levels from a 'moist' occupancy.",0688_LU4.pdf
"The reported mould issues are primarily due to periods of increased humidity levels combined with inadequate ventilation, particularly in the bathroom and colder north-facing bedrooms, which may lead to condensation on surfaces. The colder temperatures in these rooms exacerbate the reliance on consistent heating, further contributing to the conditions that sustain mould growth.",0070_RG29.pdf
"The reported issues are primarily due to inadequate ventilation, exacerbated by a malfunctioning kitchen extraction unit and blocked passive trickle vents in the bathroom and bedroom 1. Additionally, the high frequency of laundry drying indoors using a condensing tumble dryer contributes to excess moisture, while the overflowing drain may further impact the property's moisture levels.",0368_BH22.pdf
"The main causes of the reported damp and mould issues are inadequate ventilation due to limited trickle vents in the property, combined with the drying of laundry indoors using a clothes horse, which increases humidity levels. Additionally, the reliance on a single extraction unit in the bathroom may not sufficiently address moisture buildup throughout the property.",0369_BH22.pdf
"The main causes of the reported damp and mould issues are likely due to water ingress from the exterior or a leak from the property above, as indicated by the wet structure and insulation in bedrooms 2 and 3. Additionally, the running overflow from the WC may contribute to moisture accumulation, exacerbating the conditions for mould growth.",0516_EC1M.pdf
"The reported issues are primarily caused by inadequate ventilation, as the only means of air exchange is through closed windows, leading to elevated internal humidity levels. This lack of proper airflow contributes to condensation on external wall surfaces and the presence of mould, particularly in areas where moisture is likely to accumulate, such as behind furniture.",0924_SO32.pdf
"The mould issues are primarily caused by poor ventilation due to the non-use of the extraction system, closed windows, and elevated internal humidity levels. Additionally, the placement of contents against colder external walls in the bedroom contributes to the mould growth by restricting airflow and creating conditions conducive to condensation.",0517_EC1M.pdf
"The reported damp and mould issues are primarily caused by inadequate ventilation, as evidenced by the lack of doors in the bathroom and kitchen, insufficient extraction in the bathroom, and blocked trickle vents. Additionally, persistent elevated humidity levels due to occupational activity contribute to interstitial condensation, exacerbating the moisture problem.",0616_LU2.pdf
"The main causes of the reported damp and mould issues are inadequate ventilation due to the absence of trickle vents in the windows and a non-functional automatic forced vent in the bathroom, leading to moisture accumulation. Additionally, ongoing leaks from the flat above contribute to the moisture problems, exacerbated by the corroded pipes that, while not leaking, indicate potential water ingress issues.",0274_TA9.pdf
"The main causes of the reported damp and mould issues include inadequate external wall finishes that allow rainwater penetration, leading to wet insulation and cold inner walls, which in turn causes condensation when normal moisture generation occurs. Additionally, the presence of retrospective cavity wall insulation may exacerbate moisture retention within the cavity, further contributing to the damp conditions.",0063_PO5.pdf
"The reported damp and mould issues are primarily caused by moisture ingress due to poorly maintained exterior mortar joints that allow water to penetrate, compounded by inadequate damp proofing measures. Additionally, poor ventilation exacerbates the situation, as ineffective passive trickle vents and insufficient air circulation lead to elevated internal humidity levels, particularly from drying clothes indoors, which contributes to condensation on cooler wall surfaces.",0738_NG2.pdf
