filename,conclusion,cluster
0172_ME5.pdf,"A moisture survey undertaken indicated areas of elevated readings within the skirtings and some walls
at low levels only with one area of heightened readings to the bathroom wall base at survey locations P
& Q backing onto the bedroom wardrobe. In this area it was noted the floor in the bathroom had a
distinct fall towards this wall area and is therefore the authors opinion that any water on the bathroom
floor may have been pooled at this wall/floor junction over a period of time and capillarity may have
introduced moisture into the wall fabric.
Due to the age of the property and the year of construction, the floor finishes may be acting as the DPM
in areas. With noticeable damage to the poured bitumen floor in areas close to the walls possibly due as
a result of hammering nails into the floor during the installation of gripper rods, it is recommended the
floor is repaired. Additionally, the skirtings appeared to be partially buried in the DPM and can therefore
potentially absorb ground moisture. It may be advantageous to remove the skirting’s, apply a liquid
DPM and/or repair the areas of the poured bitumen layer (section 6.3) and replace the skirting’s with a
gap between the two.
All trickle vents were fully working and appeared to be in good order and the 100mm diameter extractor
in the kitchen was extracting at 3.6 m/s providing sufficient extraction to the kitchen however there was
no extractor in the bathroom. At the time of survey, work was ongoing in the loft area.
A thermal survey concluded condensation was not occurring at the time of the survey but the
temperatures were close. Fitted floor finishes and a balance of heat in the property during occupation
should ensure adequate internal atmospheric conditions.
Externally there did not appear to be any defects that would readily contribute to moisture ingress to
the inner leaf of the property and hence any related internal issues. Although some drill holes were
noted, the presence of CWI and its integrity was not confirmed.",1
0062_PO3.pdf,"A detailed moisture survey has been carried out (Section 4.0) indicating in general a dry structure with
particular attention in regard to the areas of concern highlighted by the tenant and detailed on the floor
plan.
However, damp was noted to the floor slab in the bathroom focused on the bath although no obvious
issues were noted and, it may well be prudent to carry out plumbing checks in these areas. The noted
damp under the vinyl flooring to the bathroom would not be a driver for the mould affecting the
property.
It is the opinion of the author, the source of moisture allowing mould in the property to proliferate is
atmospheric and in general, this is driven by occupational activity and issues with the effectiveness of
the installed ventilation.
Issues were highlighted with the installed ventilation to the bathroom which needs to be addressed
(Section 6.1.4).
Observations would also suggest there is an issue with the provision in regard to meeting the ‘Whole
dwelling ventilation rate’ as detail in part F of the building regs.",3
0042_LU4.pdf,"A moisture survey of the property was undertaken (See section 4.0) which revealed all bedrooms and
the bathroom to be dry at the time of the survey, which would point to the mould noted in these areas
being driven by atmospheric conditions in the property.
However, elevated moisture readings were noted to the external wall within the kitchen with off-scale
readings recorded to the exterior wall behind the washing machine which extends to a height of
approximately 500mm from the floor. This aligns to a panel set into the external wall (section 6.4.1).
Elevated readings were also recorded to the external wall to the rear of the property to a height of
200mm above skirting level and subsequent drilled readings at survey location points A & E revealed
elevated readings to a depth of 30mm of the inner leaf of the wall.
Due to the moisture noted to the kitchen wall the exterior was investigated revealing a rendered
decorative panel terminated with a bellcast profile above an identified DPC (Section 6.4.1).
Elevated floor readings were noted within the kitchen with the surveyor of the opinion that, with this
being the only area of solid flooring throughout the house and, no damage noted to the tile finish at the
time of the survey, this likely relates to ground moisture due to the suggested age of the property
(Section 1.1).
A visual inspection of the loft revealed 50mm of insulation which does not appear to extend to the eaves
however, a full view was not able to be made due to the amount of contents present. A thermal image
(section 5.2) revealed cold bands to the top of the external walls and associated ceiling likely to be
indicative of gaps in the insulation leading to cooler areas and the potential onset of condensation and
mould.
With regard to the reported mould activity affecting the structure it is the opinion of the author this is
being driven by atmospheric moisture levels in the property, which in tern will tend to be driven by
occupational activity and issues with effective ventilation of the property.",1
0205_RG27.pdf,"Structural moisture levels recorded through the loss affected area (Section 4.0) indicated in general a
dry structure. However Elevated resistance readings (%WME) were recorded in relation to the concrete
block work forming the inner leaf of the cavity wall.
The atmospheric moisture levels recorded in the property at the time of the survey (Section 4.3)
combined with the thermal survey (Section 4.3.1) suggested condensation and in particular interstitial
condensation is a major factor in the mould development indicated. Ongoing interstitial condensation
combined with a possible natural conductivity in relation to the block work is the most likely reason for
the raised %WME readings recorded. The exterior wall to the loss affected area is North East facing plus
the external vegetation will prevent the wall structure benefitting from the warming effect of the sun.
It was noted two large plastic storage boxes are normally kept in the loss affected corner of the
wardrobe these will greatly affect the air movement in this area which can also be a factor in the
development of mould. In addition to the issues noted in the wardrobe it was also noted the en-suite
bathroom is in close proximity to the loss affected area, the bathroom will be a significant source of
atmospheric moisture.
As requested the cavity in the party wall survey location ‘B’ was accessed (Section 5.1) this confirmed
the cavity was free from debris. It is the opinion of the author the mould issues being experienced in the
surveyed area are driven by atmospheric conditions, which in turn are driven by occupational activity.",1
0159_LU1.pdf,"A non-invasive moisture profile was completed throughout the affected areas only, as requested. This
confirmed a dry structure apart from a moisture reading taken on the resilient kitchen floor which, is
likely to be part of the DPM to ground moisture.
Regarding ventilation measures, there are trickle vents to all windows with all closed at the time.
Mechanical extraction units are installed in the bathroom and kitchen however, the malfunctioning
kitchen unit requires attention (section 6.4). In addition, passive vents are installed in the bedrooms with
bedroom 3 appearing to vent to the exterior.
As part of the moisture profiling in line with BS 5250:2002 Code of practice for control of condensation in
buildings: Annex B Moisture generation and ventilation in occupied buildings, a “moist “occupancy was
calculated Section 4.6) and aligns to the current internal humidity levels.
Observations revealed current outbreaks of mould and, attention should be drawn to section 6.8 in
regard to mould activity and the conditions needed for such outbreaks.
In conclusion based upon observations made, a review of the thermal images and a dry structure, it is
the opinion of the author issues highlighted are likely to be a combination of periods of inadequate
ventilation and elevated internal humidity levels. This is also supported by the BS5250:2002 assessment
undertaken (section 4.6) at the time, a malfunctioning kitchen extractor and the thermal imaging survey
(section 5.0) clearly highlighting colder surfaces. In addition, drying clothes internally is noted and,
mould on contents is only sustained by internal atmospheric moisture levels.
21a Picton House, Hussar Court, Westside View. Waterlooville, Hampshire PO7 7SQ
the naked eye. Within a closed environment, these can affect respiratory systems of occupants and in
some cases represent a significant health hazard. It is recommended any mould outbreaks are dealt with
in a timely manner using an appropriate fungicide or similar product in accordance with manufacturers
guidelines.",3
0284_TN37.pdf,"The moisture survey (Section 4.0) indicated in relation to the wall structures, the areas which have been
dry lined display dry readings where indicated to the plasterboard which would be expected. In regard
to the wall structures which have been rendered and plastered, readings suggested the remedial works
are effective. At survey location ‘E’ to the hallway remedial works have not recently been undertaken
and salts analysis carried out indicated high nitrate and chloride levels which tend to suggest a ground
related moisture source affecting the structure (Section 6.2).
The floor structure consists of a chipboard floating floor over a heavy gauge DPM and underlying
thermal insulation. In areas where the lower membrane is not isolating the chipboard flooring from the
wet wall structure, damp was migrating into the flooring (Section 6.5). As well as damp migrating into
the floors it is also affecting skim plasters in a number of areas for example, adjacent to the bath and
behind the door to the middle bedroom.
The plumbed systems through the property are drained down with radiators and bathroom fixings
removed. Previous significant water leaks in the bathroom area were reported. The concrete floor slab
under the chipboard flooring and insulation appears to be saturated and due to the age of the property
it is likely the lower concrete does not benefit from a DPM in its construction (Section 6.3). It is
recommended restorative drying is carried out to remove the excessive water indicated in the floor
structure.
The electrical system was not functioning at the time of the survey which prevented the effectiveness of
the extraction fan being confirmed. Both the bathroom and kitchen areas are internal relying on the fan
units for their ventilation. Effective ventilation is required to control the internal humidity levels.",1
0031_LU1.pdf,"Mould and damp were reported within the bedroom directly above the hall with condensation evident
to the UPVC window. It was advised less than a year ago a contractor applied a mould treatment to the
external wall within the hall and bedroom 1. The tenant advised no further issues should occur, so they
wallpapered the hallway only for the mould to return.
Mould within the hallway was noted at the base of the external wall by the front door. Condensation
was evident to the window in this area with a draft coming through this would explain the lower
temperature recorded in this area.
Mould was evident at base level within bedroom 1 directly above the hallway. Mould was also noted
around the window where condensation could be seen to be occurring at the time of the survey.
The tenant brought an element of mould within the bathroom to the attention of the surveyor.
Within the kitchen a condenser dryer was in use with high RH levels recorded. Condensation could be
seen occurring to the kitchen window along with traces of mould.
A 100mm extraction unit was evident within the bathroom which operates via the light switch with an
overrun of 15 minutes. The unit has a flow rate of 0.6 MS which equates to 27.1 minutes to complete
one complete air change the overrun therefore should possibly be adjusted.
A cooker hood extraction unit was present within the kitchen with it being noted that this has a three-
speed function.
Within the bedroom three passive vents along with trickle vents were noted most of which were closed
and require cleaning.
It was advised that two adults and three children reside at the property with 2/3 wash loads processed
per week.
A moisture profile of the affected area revealed slight elevated readings only at survey location point A
where mould was noted (See section 4.3). Drilled readings were recorded at this location point at two
different depths revealing a dry reading further into the structure
In conclusion the surveyor is of the opinion that the mould and condensation reported is likely related to
atmospheric moisture levels within the property.
It is recommended that the front door is inspected as it appears cold air is coming through when closed
resulting in a build up of cold areas on external walls in areas where mould has developed. A further
consideration should be given to adding an RH controlled extraction unit within the kitchen.",3
0216_SE4.pdf,"The moisture survey undertaken (Section 4.0) indicated in general a dry structure and certainly no
significant structural moisture sources were identified which would be a likely driver for the fungal
activity. Below the communal hallway adjoining the loss affected bathroom areas to flat 1, the bathroom
has a ceiling mounted extractor fan and observations made to the exterior of the property and in the
floor void to the hallway failed to identify the exhaust ducting for the extractor fan unit (Sections 6.1 and
6.4). Observations made in regard of the fungal growth showed it was growing across the top of the
joists with significant rot affecting the lower areas plus the remaining floorboard nails were rusty
(Section 6.3). Dry readings were noted in regard to the timber floor structure at the time of the survey.
It is the opinion of the author the moisture driving the fungal growth is atmospheric originating in the
bathroom of the Flat 1, and being delivered into the floor structure by the extractor fan to the bathroom
which appears to not be vented to the exterior. Fungal growth in general needs a sustained moisture
source and is why in the opinion of the author, the mould only appears to be affecting the top of the
floor joists plus growing across the fibreglass insulation between and beneath the floor boards which
have been removed. It is believed condensation driven by the damp air from the lower bathroom was
forming on the underside of the loss affected floorboards and would wet the insulation which is likely to
have remained sufficiently damp until the bathroom below was used again. Opening the floor structure
has removed the conditions allowing the affected areas of the timber floor to dry out.
It is the opinion of the author the airbrick previously sighted would have assisted in venting the floor
structure however this is not the driver for the fungal activity.",1
0240_SW6.pdf,"Our ref: Author: S1
Name Client
Address SW6 Contact
Visit Date 16th September 2015
Visit time
Scope
Following instruction from…………………, attend the above property to report on current moisture
conditions and detail ventilation provision at the property.
Report
1.0 Properties:
The property is a ground floor flat in a purpose built block
likely dating from the late 1930’s. Solid brick construction
with a ground supported concrete floor slab throughout.
2.0 Incident:
The detailed property was in a group of properties which
are being surveyed and remotely monitored to allow a
clear understanding of previously reported and or
currently on-going moisture related issues such as mould
activity.
3.0 Conclusion – Interim report:
Remote monitoring is on-going at the property however significant structural moisture levels were
noted through the property which appear to be focused on the bathroom and in particular the bath. It is
the opinion of the author it is likely a plumbing issues is the cause of the moisture levels noted.
4.0 Floor plan:
4.1 Structural Readings Walls:
%WME readings are pin readings recorded at the surface
Location Skirting Base of Wall Height REL REL(PS) up wall Comments
%mc %WME REL(PS) = 250 Middle Top
A 9.5 % 126 147 120
B 995 172 194
C 174 183
D 172 176
E 999 1000mm
F 999 1600mm
G 25.4 % 86.5 % 999 1400mm 298 195 Significantly wet structure
indicated with the pattern of
H 28.3 % 86.6 % 967 450mm 165 164
moisture appearing to be
I 27.5 % 62.0 % 964 1400mm 310 307
focused on the bathroom area
J 12.1 % 13.0 % 112 124 120
K 63.9 % 68.5 % 999 800mm 187 176
L 37.1 % 976 660mm 179 168
M 47.1 % 989 750mm 172 178
N 10.1 % 153
O 10.0 % 17.2 % 130 148 152
P 25.1 % 58.7 % 999 850mm 657 206
Q 18.6 % 24.5 % 969 300mm 178 179
4.2 Structural Readings Floors:
Location %WME REL(PS) Comments
1 999
2 69.8 %
3 16.5 %
4 999
5 175
6 20.4 %
7 120
8 999
High Moisture Levels
Moderate Moisture Levels
Low Moisture Levels
5.0 Observations and relevant information:
5.1 Visible damp to walls:
Pictured is the internal wall to the kitchen which is to the
tail of the bath to the adjoining bathroom. Visible areas of
wet and decorative failure due to salts development were
noted across the lower half of the wall.
6.0 Survey Equipment:
Non-destructive moisture readings using:
Protimeter Surveymaster on search mode using radio frequency survey method with readings given
numerically from 0 to 999 REL. Survey depth is approximately 5 to 15 mm depending on material
characteristics. Please note the readings are subjective and open for interpretation, therefore they
should not be used indicate actual moisture content.
Tramex MRH using electrical impedance survey method on none wood materials the readings are given
numerically from 0 to 99. Please note the readings are subjective and open for interpretation, therefore
they should not be used indicate actual moisture content. Readings taken from wood are given as a
%mc the unit can be calibrated to wood species the readings indicated can be taken as an indication of
wood moisture content. Survey depth up to 30 mm depending on material characteristics
Invasive moisture readings have been taken using a Protimeter Surveymaster reading direct % moisture
in wood and % wood moisture equivalent (%WME) in other materials.
Air moisture readings have been obtained using a Tramex MRH and a Protimeter Hygromaster
measuring temperature in °C, % relative humidity and specific moisture content in g/Kg
information to gauge the true condition. However for the purposes of this report the following readings
can be taken as an indication that the material checked could be said to be dry back to a satisfactory
level.
Non-destructive Protimeter Surveymaster 200 REL(PS) or below in masonry guide only
Non-destructive Tramex MRH Masonry scale 40 REL(TM) or below in masonry guide only
Invasive moisture readings Plaster and Masonry WME 16% or below guide only
Invasive wood readings Below 15%
Normal indoor wood moisture content 10% – 12%
Air moisture readings in concrete Below 11 g/Kg Dry Air (75 %ERH at 20 °C)
Reference for Readings Table:
Non-destructive Protimeter Surveymaster REL (PS)
Non-destructive Tramex MRH REL (TM)
Wood: % mc
Thermal Imager:
Testo 880 Thermal Imaging Camera Detector 160 x 120 interpolated to 320 x 240 pixels",2
0151_HA4.pdf,"A thermal survey has been made of the underfloor heating system at the property in an effort to better
understand the issues being experienced and the concerns of the owners. The thermal survey was
carried out over approximately one hour as the system warmed up. The survey showed in general all the
floor areas to the property are serviced by the system apart from an area adjacent to the breakfast bar
(Section 4.2.3) where there is a clear mismatch between the system and the positioning of the breakfast
bar.
In general the maximum spacing between the heating pipes was 250mm however, in a number of areas
the heating pipes touch and in the hallway appear to run over each other (Section 4.2.5). A noticeable
increase in temperature was noted where pipes were in close proximity to each other and such an area
was noted to the kitchen (Section 4.2.2) at location ‘A’. This is an area of concern for the owners of the
property with the safety of their grandchildren being the main concern.
After an hour, the surface temperature noted to the floor tiles at location ‘A’ was just under 34°C.
Guidelines set out under ‘BS EN 1264 Water based surface embedded heating and cooling systems’
would suggest the indicated temperature is too high. The standard sets a maximum temperature of
29°C for foot comfort.
It was reported the heating system loses pressure and is being topped up from time to time (Section
5.1). It is therefore recommended the system and boiler is inspected so that the reported pressure loss
can be better understood.",1
0126_CR3.pdf,"A detailed moisture survey was carried out through the reported loss affected areas of the property.
High moisture levels were indicated as detailed in the moisture survey (Section 4.0). However the
thermal survey undertaken (Section 5.0) showed condensation to be occurring at the time of the survey
in the areas displaying moisture levels. Through all the survey locations dry structural moisture
conditions were noted with regard to the upper areas of the wall structures and associated ceilings.
Significant issues were noted with regard to ventilation in the surveyed area both passive and forced
(Section 6.0), corresponding atmospheric moisture levels were high leading to raised dew-point levels
through the affected areas. At the time of the survey based on BS 5250:2002 (Code of practice for
control of condensation in buildings) the occupation would be considered to be wet.
Observations would indicate the loss affected wall is of cavity construction and weep holes noted would
indicate the presence of cavity trays in the wall construction which would isolate the surveyed walls
from reported water ingress affecting the exterior wall structures to the floors above (Section 5.3).
It is the opinion of the author the moisture driving the reported mould issues affecting the bathroom
and adjoining bedroom area is atmospheric and as such likely to be driven by occupational activity.",1
